Relatív rang,Eredeti rang,Domain,Üzemeltető,Forrás (üzemeltető),Ellenőrzés dátuma (üzemeltető),Adószám,Forrás (adószám),Ellenőrzés dátuma (adószám),Statisztikai számjel,Ellenőrzés dátuma (számjel),Szakágazat kódja,Szakágazat megnevezése,Alágazat kódja,Alágazat megnevezése,Ágazat kódja,Ágazat megnevezése,Nemzetgazdasági ág kódja,Nemzetgazdasági ág megnevezése,Gazdálkodási forma kódja,Gazdálkodási forma megnevezése,Gazdálkodási forma csoportjának kódja,Gazdálkodási forma csoportjának megnevezése,Gazdálkodási forma főcsoportjának kódja,Gazdálkodási forma főcsoportjának megnevezése,Székhely szerinti vármegye kódja,Székhely szerinti vármegye megnevezése,Statisztikai régió kódja,Statisztikai régió neve,Statisztikai nagyrégió kódja,Statisztikai nagyrégió neve,Alapítás éve,Létszám,Nettó árbevétel,Lineáris trend meredeksége,Lineáris trend meredeksége (normalizált),Átlagos akadálymentességi hibaszám,Akadálymentességi hibaszám mediánja,Szórás,Relatív szórás,Minimum érték,Maximum érték,Terjedelem
600,295712,sorozatjunkie.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5161290322580645,-0.003030303030303019,170.32258064516128,166,15.206110825967727,0.08927830219791659,138,204,66
601,296127,hungaroring.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25443548387096776,0.008725110619469055,29.161290322580644,27,3.8131069938091904,0.13075920000894348,26,35,9
602,296281,nhmus.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037096774193548385,0.0007540983606557671,49.193548387096776,49,1.1081322074767577,0.022525966184773434,48,51,3
604,297153,tudatosvasarlo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0407258064516129,-0.0006237648221344145,65.29032258064517,66,2.8774241766679314,0.04407122009718669,58,70,12
605,297746,szechenyifurdo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3084677419354839,0.013838639652677268,22.29032258064516,21,3.7255294781377204,0.16713663360675737,19,29,10
606,298039,vivatbacchus.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22,22,0,0,22,22,0
608,299273,magyarmezogazdasag.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37983870967741934,0.005484396832789983,69.25806451612904,70,5.893316790712927,0.08509213810531006,57,78,21
610,300045,autoszektor.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007258064516129033,-0.00013235294117652175,54.83870967741935,55,1.4164927154430498,0.025830161281608557,52,58,6
611,300060,0v.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,0,3,3,0
612,300468,dockyard.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03467741935483871,-0.0005616509926854627,61.74193548387097,60,6.811596689643743,0.11032366634219228,49,75,26
613,300522,ellenszel.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8693548387096772,-0.018141258318209324,213.29032258064515,236,55.18042741672515,0.2587104128733333,84,241,157
614,300683,heliumking.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018145161290322582,-0.00029558591697317253,61.38709677419355,62,6.333389926176126,0.10317135455147657,47,71,24
616,301067,nyugdijforum.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08185483870967741,-0.012500000000000119,6.548387096774194,7,1.748117266802952,0.26695386832951484,0,7,7
617,301097,ovip.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09596774193548387,0.002393403057119762,40.096774193548384,41,1.0117588220413476,0.025232923156300706,39,41,2
618,301253,roadster.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38306451612903225,0.010746606334841678,35.645161290322584,38,5.313808346166142,0.14907516627253428,25,39,14
619,301414,szentgyorgyialbertorvosidij.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4040322580645161,-0.005337216431637025,263.06451612903226,261,14.066355803526296,0.053471125678640735,240,276,36
621,302162,miskolciharsona.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,0,0,0
622,302380,hobbielektronika.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009274193548387096,0.00031662995594708713,29.29032258064516,29,0.6925098500910425,0.023642957437028985,29,32,3
623,303153,uni-mate.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1693548387096774,0.0037393162393162672,45.29032258064516,44,1.9007638532459656,0.041968432657140266,44,48,4
626,304186,kodolanyi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2411290322580646,-0.1485521235521234,8.35483870967742,1,19.42429473124963,2.324915585593585,1,58,57
627,304785,gamekapocs.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13266129032258064,-0.00035455642727828243,374.16129032258067,375,6.909398305658496,0.01846636326195477,364,384,20
628,305170,holtankoljak.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014516129032258065,-0.0003833049403747414,37.87096774193548,38,0.7184212081070996,0.0189702363299149,34,38,4
629,306091,ungarnheute.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006048387096774193,0.0001442307692306815,41.935483870967744,42,0.2497310381147074,0.005955124755043022,41,42,1
630,306482,aranyoldalak.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.035483870967742,-0.08389925792669224,143.4516129032258,72,188.4121083705746,1.3134192398218605,72,625,553
631,307325,gpszone.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08588709677419355,0.0016958598726113982,50.645161290322584,50,1.1704240569632358,0.02311028392729956,48,53,5
632,307814,laserberles.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48185483870967744,0.005152638840979726,93.51612903225806,90,5.590891209470009,0.05978531476149372,90,103,13
633,307947,kaposvarmost.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.0005632267441860185,44.38709677419355,44,0.4951376478541907,0.01115499061299412,44,45,1
634,308076,evangelikus.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015725806451612902,0.0001543209876542205,101.90322580645162,102,0.30053715351876453,0.002949240822754574,101,102,1
635,308385,idrinks.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044758064516129036,-0.0007388178913737189,60.58064516129032,60,4.455514886432971,0.07354683784846756,57,79,22
636,308819,richter.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03024193548387097,0.0010359116022099803,29.193548387096776,29,0.4016096644512494,0.01375679513589915,29,30,1
641,310701,ekreta.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,20,0,0,20,20,0
643,310833,maxer.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,0,0,9,9,0
644,311270,szelidmotorosok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,18,0,0,18,18,0
645,311447,utazzitthon.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041935483870967745,0.0006816990036706687,61.516129032258064,62,2.336250097084864,0.037977846360582476,55,64,9
646,312259,109.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29,29,0,0,29,29,0
648,312417,ecofamily.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.766532258064515,-0.04440846915017457,332.51612903225805,415,156.39093557870544,0.4703258636922651,70,520,450
649,312546,hungexpo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11774193548387096,0.003928955866523001,29.967741935483872,30,1.3034280690482294,0.04349437044186772,29,33,4
650,312921,falatozz.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06532258064516129,0.001025316455696305,63.70967741935484,64,6.050859709645106,0.09497551949316368,32,68,36
652,313462,renyi.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03024193548387097,0.010775862068965374,2.806451612903226,3,0.4016096644512498,0.14310229422975568,2,3,1
653,313469,mdrs2.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05241935483870968,0.014254385964912351,3.6774193548387095,4,0.7477565011059658,0.20333729416039423,2,4,2
654,314210,directone.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7608870967741934,-0.03203124999999988,86.19354838709677,102,37.99861344386021,0.4408521769310129,1,104,103
655,316835,cipomarket.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5754032258064516,-0.005324626865671695,108.06451612903226,114,13.74514577070991,0.12719388623642006,82,123,41
656,316849,clb.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4907258064516129,-0.0040426521392506395,121.38709677419355,125,22.162547114978818,0.18257745430888742,2,126,124
657,318089,ingatlantajolo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442741935483871,0.008826366559485505,50.16129032258065,49,5.916625018784207,0.11795201002077839,42,58,16
658,318579,magyartisza.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.216129032258065,0.0648452070123088,172.96774193548387,90,127.42356764507046,0.7366897793728431,23,366,343
659,318613,markasbolt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12056451612903225,0.00045898317573379865,262.6774193548387,256,30.73368086944592,0.11700160959754678,207,354,147
660,318645,matusz-vad.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22822580645161292,0.0011900756938603668,191.7741935483871,194,22.519191337493087,0.1174255561753214,144,229,85
661,319082,ofotert.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.446774193548387,-0.0101049744656705,341.0967741935484,372,36.68819504846182,0.10755948992834466,300,377,77
662,319237,petissimo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6012096774193548,0.006216644429619705,96.70967741935483,91,20.648153345012233,0.21350658895776492,74,173,99
663,319988,szallasguru.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3903225806451613,-0.00584258812168029,66.80645161290323,71,11.836157470053951,0.1771708747328211,21,77,56
667,320799,magnetbank.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2838709677419355,-0.002520045819014944,112.64516129032258,111,4.151693526717134,0.03685638583282679,109,123,14
670,322236,termeszetjaro.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4314516129032258,-0.02587463556851307,55.32258064516129,46,16.87875804430763,0.30509708418282017,34,83,49
671,322561,magyaridok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.125,-0.075,95,155,76.74633541739958,0.8078561622884166,0,155,155
672,323895,csillagaszat.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006048387096774193,-0.000050026680896479815,120.90322580645162,121,0.30053715351876437,0.002485766211067688,120,121,1
673,323944,cooltix.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010080645161290322,-0.0005712979890310618,17.64516129032258,18,0.5506594287321455,0.031207389928147183,16,18,2
674,324779,totalbike.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.207258064516129,-0.03985623003194887,30.29032258064516,35,12.426298854679393,0.4102398982908,14,55,41
677,325357,akvariumklub.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14233870967741935,-0.006981803797468286,20.387096774193548,20,2.0441366450548046,0.10026619619730846,17,24,7
678,325988,rallysimfans.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0842741935483871,-0.0008070744516528111,104.41935483870968,104,4.217220202521934,0.04038734206925546,94,115,21
679,327035,presstone.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,10,0,0,10,10,0
680,327644,airportal.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3411290322580645,-0.008021416168242285,167.19354838709677,161,20.810925583834898,0.1244720611805676,145,217,72
682,329213,myshoprenter.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,2,2,0
683,330083,qjob.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036290322580645164,0.0009808195292066676,37,37,0.7302967433402214,0.019737749820005986,36,39,3
684,330305,ingatlannet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17379032258064517,0.001084658747734955,160.2258064516129,160,2.813179428089089,0.01755759256508189,156,170,14
685,330554,khertekpapir.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2451612903225806,0.014072183740430164,88.48387096774194,78,16.78267155479511,0.1896692738602437,74,115,41
687,330811,urania-nf.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39314516129032256,0.0065842787682333734,59.70967741935484,59,5.8832731728015535,0.09853131731866459,51,71,20
689,332248,aquaworldresort.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04717741935483871,-0.0006895332390381881,68.41935483870968,68,0.5016103101271011,0.0073314095303819585,68,69,1
691,334044,joszaki.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08629032258064516,0.0040591805766312695,21.258064516129032,22,0.9649781322387179,0.04539350849681374,20,22,2
692,334138,szerszamoutlet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04435483870967742,0.003250591016548404,13.64516129032258,14,0.5506594287321455,0.04035565553356149,13,15,2
693,334245,feny24.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19798387096774195,0.007466545012165385,26.516129032258064,27,2.4748194242804273,0.09333260602517426,20,31,11
694,334997,szeged365.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018548387096774192,0.00014773895169579044,125.54838709677419,126,3.8195873221891343,0.030423228928022395,110,129,19
695,336126,zerge.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004032258064516129,0.000005397236614739839,74.70967741935483,75,0.46141437537906377,0.006176099152310439,74,75,1
696,336641,ahang.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03870967741935484,-0.00030503304524659376,126.90322580645162,125,2.1962822937815836,0.017306749137577297,125,132,7
697,336997,zenehaza.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04798387096774193,0.004155027932961014,11.548387096774194,12,0.5058794110206737,0.04380520039564493,11,12,1
698,337660,hetek.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1338709677419355,0.0009039424961882031,148.09677419354838,148,2.7610968679092927,0.018643869071049462,136,151,15
699,337754,tarhelypark.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1060483870967742,0.0038405373831776166,27.612903225806452,28,1.6057691688583122,0.05815285541426131,25,31,6
700,337812,tilos.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08266129032258064,-0.0035689415041782065,23.161290322580644,24,3.337631637289616,0.14410387291918955,10,26,16
702,339265,giganet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43951612903225806,0.012165178571428558,36.12903225806452,36,4.224862407888736,0.11693815593263465,30,42,12
703,339634,kiszamolo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24,24,0,0,24,24,0
704,339859,magyarfutball.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,20,0,0,20,20,0
705,340266,prevenciopatika.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5870967741935484,-0.014053127677806365,112.93548387096774,115,16.677200971927647,0.14767015999136163,85,133,48
707,340740,videakid.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3625,-0.0030914718019256224,117.25806451612904,119,5.477029255204466,0.0467091903469982,101,121,20
708,340773,colore.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08709677419354839,0.0016363636363637096,53.225806451612904,52,1.764646846999041,0.033153971064830465,49,56,7
710,342277,forraidesign.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,0,0,0
711,342693,weborvos.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7149193548387096,0.029212946893439746,92.93548387096774,82,48.05894677988062,0.5171216071420685,73,273,200
712,342725,logout.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17056451612903226,0.0029671717171718005,57.483870967741936,59,10.8378071820885,0.18853648857729716,0,64,64
713,343491,mfdesign.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,2,2,0
717,344939,etterem.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013709677419354839,0.00039315448658651614,34.87096774193548,35,0.8847574237748627,0.025372322050898007,33,37,4
719,345466,utazomajom.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007258064516129033,-0.000043731778425706704,165.96774193548387,166,0.7520581080272071,0.004531351088210577,165,167,2
720,346438,ibusz.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.289516129032258,0.011610514086552332,111.06451612903226,108,13.256282746609799,0.11935659748617594,89,130,41
723,347839,fogyasztobarat.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36774193548387096,0.013088404133180293,28.096774193548388,25,3.9611011828335267,0.140980639113478,25,33,8
724,348054,medicalonline.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06290322580645161,0.0006587837837838269,95.48387096774194,96,1.8774267449878563,0.019662239558994443,92,99,7
726,348807,mvkzrt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,0,0,8,8,0
728,349678,kanizsakran.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03024193548387097,0.001072654462242448,28.193548387096776,28,0.4016096644512494,0.014244736382138136,28,29,1
730,351023,dns24.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21169354838709678,0.0017402545743835653,121.64516129032258,123,2.8112676511587447,0.023110394374415564,116,123,7
731,351953,kirandulastippek.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2161290322580645,-0.0026608419380461557,81.2258064516129,82,2.512763119480953,0.030935526887970435,72,86,14
732,352620,szkt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18911290322580646,0.003247922437673209,58.225806451612904,55,5.846421568899246,0.1004094563079649,52,74,22
733,352811,noiportal.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06653225806451613,0.0003253154574132621,204.51612903225808,201,5.137255867626448,0.025119074431611967,200,213,13
734,355525,trendmaker.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4338709677419355,-0.025234521575985047,17.193548387096776,14,4.81953908473075,0.28031090361473404,14,27,13
735,355560,bfnp.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15,15,0,0,15,15,0
736,355795,szendreiadam.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006048387096774193,0.00009760541384685599,61.96774193548387,62,0.17960530202677488,0.0028983677057938684,61,62,1
737,356364,wikiszotar.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004435483870967742,0.00011035313001617031,40.193548387096776,40,0.40160966445124935,0.009991893738353715,40,41,1
738,357108,metnet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3810483870967742,0.004212731811697535,90.45161290322581,93,5.976837010088305,0.06607772728699624,72,97,25
740,358572,olajwebshop.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32903225806451614,0.001991798476859999,165.19354838709677,165,6.472605631112866,0.039181951682190755,158,182,24
741,362159,dima.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13588709677419356,0.0012707390648566946,106.93548387096774,107,2.1281523108237606,0.01990127349488283,99,109,10
742,364967,kabelnet.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,0,3,3,0
744,373538,papageno.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6975806451612904,-0.005765129298853635,121,116,15.115113848948234,0.12491829627229944,95,154,59
745,373885,madachszinhaz.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15725806451612903,0.0443181818181817,3.5483870967741935,2,2.350017158482314,0.6622775628450158,2,8,6
746,374119,kieselbach.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0068548387096774195,-0.00007976726726724219,85.93548387096774,85,3.0543464535092477,0.03554231984188689,83,93,10
747,374627,welovebalaton.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10846774193548388,0.001103182414698084,98.3225806451613,100,4.548898011417664,0.04626503883003529,90,107,17
748,374744,rudasfurdo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39314516129032256,0.016337131367292233,24.06451612903226,22,4.945944357895453,0.20552851889377885,20,33,13
750,375568,telekomveszprem.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14596774193548387,-0.0006697750148016551,217.93548387096774,219,19.76518063644748,0.09069280635433272,166,247,81
752,375995,edenkert.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11975806451612903,-0.0007471322197625435,160.29032258064515,159,4.540143524802539,0.028324501764716986,157,173,16
753,376494,civishir.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04395161290322581,-0.0032831325301204617,13.387096774193548,14,1.1158679538021428,0.08335399172979861,10,15,5
754,376813,mentok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13306451612903225,0.033811475409836096,3.935483870967742,5,1.45912037134176,0.3707600943573324,2,5,3
755,377197,harkakotony.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.009321305841924307,18.774193548387096,19,2.7167342824226153,0.14470577792972694,15,23,8
756,377962,snitt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9213709677419355,0.010701573623079807,86.09677419354838,73,22.44156090636252,0.26065507234815966,69,147,78
757,378165,onlinemarkaboltok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08629032258064516,0.0019497084548104366,44.25806451612903,44,2.9322089731745917,0.06625253510817226,37,48,11
758,378189,rejoy.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4762096774193547,0.026746515679442532,92.58064516129032,80,30.22887603329901,0.3265139919973064,64,164,100
759,378556,pim.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04798387096774193,0.007327586206896405,6.548387096774194,7,0.5058794110206737,0.07725252089478267,6,7,1
760,378952,lakaskultura.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11129032258064517,-0.0014705882352941998,75.6774193548387,75,5.300233307910093,0.07003718352310866,61,84,23
761,378989,telefonguru.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09919354838709678,-0.002601522842639495,38.12903225806452,39,1.310011080967663,0.03435731261421113,36,39,3
762,380173,mokk.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01935483870967742,0.00046656298600306415,41.483870967741936,40,5.932233799291998,0.14300097027842296,34,56,22
763,380178,uleshuzatshop.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64,64,0,0,64,64,0
764,381448,kuplio.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6455645161290322,-0.01280434236947775,128.51612903225808,126,16.161416950548066,0.12575399735617218,105,153,48
765,382018,szerszamkell.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6846774193548387,0.0035642317380352438,192.09677419354838,190,26.748650855335587,0.1392457055441483,163,252,89
766,382201,moobius.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0504032258064515,0.0102915613147914,102.06451612903226,108,12.630480286119942,0.12374996487664924,76,111,35
767,382701,azenkutyam.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6826612903225806,0.013489138867339084,124.74193548387096,138,17.815663037405198,0.14282015882067783,99,144,45
768,382710,bergepkolcsonzo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,30,0,0,30,30,0
769,382905,hungarospa.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,0,0,7,7,0
771,383222,kossuth.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.649596774193548,-0.012445075757575776,212.90322580645162,218,38.46934263255151,0.1806893366074389,147,305,158
772,383241,waterpolo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018145161290322582,0.008152173913043518,2.225806451612903,2,0.6169644732805303,0.2771869372709629,2,5,3
773,383426,newyorkcafe.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2153225806451613,0.007500000000000005,28.70967741935484,27,2.9233946978025025,0.10182610745154784,27,34,7
774,383569,startutazas.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24193548387096775,0.0032064985036341018,75.45161290322581,77,3.2128773156099983,0.042581956726767824,69,77,8
775,384396,nytud.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008064516129032258,0.006097560975609652,1.3225806451612903,1,0.747756501105966,0.5653768666898767,1,3,2
776,384867,szamlakozpont.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012096774193548387,0.00031433361274100515,38.483870967741936,39,0.8896054459491388,0.023116319215778124,35,40,5
777,385025,fundamenta.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8120967741935484,0.007395710928319581,109.80645161290323,108,9.596594378002749,0.08739554222035405,102,126,24
778,385650,hvgrt.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7568548387096774,-0.06609676503972757,56.83870967741935,35,44.32162510121785,0.7797788752200643,23,202,179
779,387523,behir.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03387096774193549,0.0006849315068492616,49.45161290322581,49,2.618380029425565,0.05294832414363503,44,54,10
780,387700,napidroid.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02620967741935484,-0.00015997243551872347,163.83870967741936,164,0.373878250552983,0.002281989715917006,163,164,1
781,388008,levelcenter.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,0,0,9,9,0
782,388055,novitax.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08185483870967741,0.0006299652432968613,129.93548387096774,130,2.3371704241235483,0.01798716066232125,126,133,7
783,388501,akupunkturas-kezeles.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,0
784,388520,komal.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3685483870967742,0.00508229537366559,72.51612903225806,73,6.41805249662718,0.08850517232893353,66,85,19
785,388961,konyvmolykepzo.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09959677419354838,0.0004479831688915499,222.32258064516128,220,4.867491460524564,0.021893824038923603,216,236,20
787,389923,hidden.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,19,0,0,19,19,0
789,391262,hasznalati-utasitasok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,226,226,0,0,226,226,0
